No,Comment,Class
1146,I love﻿,0
1147,im still watching in 2015﻿,0
1148,"Hahah, juyk! I allways laugh at the part 1:57.. LOL!﻿",0
1149,Is that Charlie from lost?﻿,0
1150,"She kinda let herself go, huh?﻿",0
1151,Incmedia.org where the truth meets you.﻿,1
1152,this song is so addicting. the hook is dope and catchy. love the video too.  I'm getting popular fast because i rap real.. thumbs up if you piss next to  the water in the toilet so its quiet................................﻿,1
1153,Check out this video on YouTube:﻿,1
1154,FOLLOW MY COMPANY ON TWITTER  thanks.  https://twitter.com/TheWaxedHatCo﻿,1
1155,Subscribe if you are watching in 2015﻿,1
1156,subscribe to my chanell﻿,1
1157,2 Billion Views For This Piece Of Shit... ~ A R E ~ Y O U ~ K I D D I N G ~ M E ~﻿,0
1158,i am from Brazil please subscribe my channel love you all﻿,1
1159,Check out this video on YouTube:﻿,1
1160,SUBSCRIBE MY CHANNEL PLEASE LOL PRO PLAYS)﻿,1
1161,I hate videos like these with those poor animals.﻿,0
1162,Hey subscribe to me﻿,1
1163,"Came here to check the views, goodbye.﻿",0
1164,is that megan fox x:D?﻿,0
1165,Check out this video on YouTube:﻿,1
1166,"Hey everyone, I am a new channel and will post videos of book reviews and  music on the flute. Please subscribe if you would enjoy that. Thanks!﻿",1
1167,http://shhort.com/a?r=G8iX5cTKd﻿,1
1168,1 millioon dislikesssssssssssssssssssssssssssssssss.............﻿,0
1169,Pleas subscribe my channel﻿,1
1170,In my opinion I think you look better with black hair then blond hair : )﻿,0
1171,My uncle said he will stop smoking if this comment gets 500 likes! Please like this comment! Thanks.﻿,1
1172,i love her﻿,0
1173,The Perry you're doing a good job good job I love all of their videos and  by the way can you please describe to my channel please please please  please I'm trying to get as many comments to Skyburst lights is a cancer  and get famous please﻿,1
1174,This song is so beauty,0
1175,"Check out my dance videos!! You won&#39;t be disappointed!! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23KingLoTheDancer"">#KingLoTheDancer</a>﻿",1
1176,:)﻿,0
1177,"Like Gorlin-Goltz Syndrome Support Community, you are not alone. https://www.facebook.com/GorlinGoltzSupport﻿",1
1178,Wow she is sexy XD﻿,0
1179,I'm only checking the views﻿,0
1180,"blue eyes, can't be trusted.  uranus bless america.﻿",0
1181,Check out this video on YouTube:﻿,1
1182,Check out this video on YouTube:﻿,1
1183,Katycat! https://m.facebook.com/profile.php?id=1461302180794905﻿,1
1184,"Love these guys, love the song!﻿",0
1185,I know it old song but (like) if you watching in 2015﻿,0
1186,Check out this video on YouTube: I ﻿,1
1187,This is the best of the best video in world!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
1188,http://shhort.com/a?r=Jt2ufxHxc﻿,1
1189,Fantastic!﻿,0
1190,Awesome video this is one of my favorite  songs😀😀😀😀😀😀😀❤️❤️❤️❤️❤️❤️❤️❤️💎💎💎💎💎💄💄💄💄💋💋💋💋﻿,0
1191,http://www.mediafire.com/download/yvovhafsv5qzzqo/Video.rar    download and  make money today ﻿,1
1192,Love you shkira﻿,0
1193,subscribe to me :) ﻿,1
1194,this very good so I dance with some companions front of the whole school﻿,0
1195,You best singer﻿,0
1196,We can have a party next share﻿,1
1197,"The projects After Effects, Music, Foto, Web sites and another you can find  and buy here  http://audiojungle.net/user/EugeneKalinin/portfolio?ref=EugeneKalinin﻿",1
1198,Check out this video on YouTube:﻿,1
1199,Love Song﻿,0
1200,Awesome﻿,0
1201,Best World Cup Song﻿,0
1202,Subscribe to me i subscribe back!!!! Plus i have a nice ass lol﻿,1
1203,subscribe to me and I wil subscribe to you back﻿,1
1204,i like it :)﻿,0
1205," Hey everyone!! I have just started my first YT channel i would be grateful  if some of you peoples could check out my first clip in BF4! and give me  some advice on how my video was and how i could improve it. ALSO be sure to  go check out the about to see what Im all about. Thanks for your time :) .  and to haters... You Hate, I WIN﻿",1
1206,The little PSY is suffering Brain Tumor and only has 6 more months to live.  Please pray to him and the best lucks.﻿,0
1207,I love it﻿,0
1208,The best FIFA world cup song for sure.﻿,0
1209,I love shakira<br />❤❤❤❤﻿,0
1210,Thanks to this video we know that Nokia phones can survive a plane crash.﻿,0
1211,goot﻿,0
1212,Laughing My Fucking Ass Off!!!﻿,0
1213,More... http://www.sunfrogshirts.com/Sunglass-World.html?24398﻿,1
1214,"Its a good song and i like her video clip, because its a bout a girl that  her airplane crashed on a land far far away... and she found the way to  survive! And i love the pet tiget too( Kitty Purpy) lol :D﻿",0
1215,How could 108k people dislike this song or video﻿,0
1216,(( rapid facebook )) the free version of all colors and is characterized by  fast and beauty download now https://play.google.com/store/apps/details?id=com.rapid.facebook.magicdroid﻿,1
1217,"THIS IS A COMPETITION TO MEET MY IDOLS, IT WOULD MEAN SO MUCH IF YOU GUYS  WILL LIKE THIS PIC ON IG! http://instagram.com/p/smZdivopxb/﻿",1
1218,"Hey guys please check out my new Google+ page it has many funny pictures,  FunnyTortsPics  https://plus.google.com/112720997191206369631/post﻿",1
1219,Love the way you lie - Driveshaft﻿,0
1220,"Awesome song!,congratulations!!!﻿",0
1221,#2015 FUCK YEAH﻿,0
1222,Check out this video on YouTube:﻿,1
1223,How old is Katy perry?﻿,0
1224,Check out this video on YouTube:﻿,1
1225,Very Nice !!!<br />Yeah Fucking.﻿,0
1226,i love u  shakira﻿,0
1227,Justin bieber = gay ﻿,0
1228,"Hey guys!  Can you please SUBSCRIBE to my channel,because I'm gonna filming a video so  hope you guys like it and thank you so much for you're support! Xoxo,Leah!  &lt;3 ﻿",1
1229,Check out this video on YouTube:﻿,1
1230,please visit my channel﻿,1
1231,"Lol...I dunno how this joke gets a lot of likes, but whatever. xD﻿",0
1232,"when i see this back in 2015 i ask myself how people got to like this song. seems like Gangnam style copied this style though, might just be me but yea﻿",0
1233,need money?Enjoy https://www.tsu.co/emerson_zanol﻿,1
1234,"The most watched video on YouTube is Psy’s “Gangnam Style”, with 2.1  billion views. PSY - GANGNAM STYLE (강남스타일) M/V﻿",0
1235,Good﻿,0
1236,Love this song﻿,0
1237,Love it!!!!!!!!!!!!!!!!💜﻿,0
1238,my favorite song﻿,0
1239,Beautiful song﻿,0
1240,look at my channel i make minecraft pe lets play ﻿,1
1241,Check out this video on YouTube:﻿,1
1242,Wow. Comments section on this still active. Not bad. Also 5277478 comments.  (Now 79)﻿,0
1243,░░░░░░░/\░░░░░▄▐<br />░░░░░░/     \░░░▄██▄<br />░░░░░/  (o)   \░░░░░▀█▄<br />░░░░/             \░░░░░░▀█▄<br />░░░/__   \   ░▄▄▄▄▄▀▀<br />░░░░▄▄▄██▀▀▀▀<br />░░░█▀▄▄▄█░▀▀       YOU HAVE BEEN SPOOKED BY THE SPOOKINATI<br />░░░▌░▄▄▄▐▌▀▀▀<br />▄░▐░░░▄▄░█░▀▀    SHARE THIS TO 666 PEOPLE TO BE UNSPOOKED <br />▀█▌░░░▄░▀█▀░▀ <br />░░░░░░░▄▄▐▌▄▄<br />░░░░░░░▀███▀█░▄<br />░░░░░░▐▌▀▄▀▄▀▐▄<br />░░░░░░▐▀░░░░░░▐▌<br />░░░░░░█░░░░░░░░█<br />░░░░░▐▌░░░░░░░░░█<br />░░░░░█░░░░░░░░░░▐▌﻿,1
1244,Hi I am from bangladesh 💜﻿,0
1245,Subscribe and like to me for more how to videos on minecraft!﻿,1
1246,Check out this playlist on YouTube:﻿,1
1247, <br />Please help me get 100 subscribers by the end of the night. Thx﻿,1
1248,Party time!﻿,0
1249,this song sucks﻿,0
1250,super﻿,0
1251,"Hey guys! I've made a amazing Smiley T-Shirt.Of all the things you wear,  your expression is the most important and remember all the statistics in  the world can’t measure the warmth of a smile. If you're a big fan of  T-Shirts and want to gets more happiness, it's perfect for you.  Check this  out and buy it at www.teespring.com/smiley12 =)) thanks you guys so  much!!! ﻿",1
1252,Check out my YouTube channel I can rap﻿,1
1253,Check out this video on YouTube:it is a old track but it still bad﻿,1
1254,"We are an EDM apparel company dedicated to bringing you music inspired  designs. Our clothing is perfect for any rave or music festival. We have  NEON crop tops, tank tops, t-shirts, v-necks and accessories! follow us on  Facebook or on instagraml for free giveaways news and more!! visit our site  at OnCueApparel﻿",1
1255,8 million likes xD even the subscribers not 8 million xD﻿,0
1256,like this comment please﻿,1
1257,Can this channel get 500+ subscribers? You can make that happen :D﻿,1
1258,Who df is Lauren Bennett..﻿,0
1259,This awesome song needed 4 years to reach to 800 mil views while Tango Switch bitch needed 1 year. its not fairrrrrrr﻿,0
1260,Katy Perry - Roar (Official)  #soundsofsunday   #music  ﻿,0
1261,love lmfao party rockin keep it going﻿,0
1262,Lemme Top Comments Please!!﻿,0
1263,Check out this video on YouTube:﻿,1
1264,I don't now why I'm watching this in 2014﻿,0
1265,check out mah girl it duh shit yo﻿,1
1266,"Need money ? check my channel and subscribe,soon will post how to get it )﻿",1
1267,Follow 4 Follow                           @ VaahidMustafic Like 4 Like ﻿,1
1268,"mindblowing dance.,.,.superbbb song﻿",0
1269,Check out my acoustic channel ﻿,1
1270,"THIS HAS MORE VIEWS THAN QUEEN AND MICHAEL JACKSON, 2 BILLION views omg﻿",0
1271,"This Will Always Be My Favorite Song<br />But My Favorite Part Is <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=3m40s"">3:40</a>-<a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=4m11s"">4:11</a> In The Video ﻿",0
1272,Come and watch my video it is called the odowd crowd zombie movie part 1 ﻿,1
1273,"Check out this video on YouTube: <a href=""http://www.youtube.com/user/jlimvuth"">http://www.youtube.com/user/jlimvuth</a> ... Eminem ft Rihanna - Love the way you lie﻿",1
1274,Love this song! My soccer team made a cd for our couch with this song on it!﻿,0
1275,super rihanna﻿,0
1276,5th most viewed video.. i guess﻿,0
1277,Like﻿,0
1278,Check out this video on YouTube:﻿,1
1279,tension⤴︎⤴︎﻿,0
1280,watch?v=vtaRGgvGtWQ   Check this out .﻿,1
1281,Watch Maroon 5's latest 2nd single from V (It Was Always You) www.youtube. com/watch?v=TQ046FuAu00﻿,1
1282,"How is this the most watched Eminem video, it beats not afraid? ﻿",0
1283,i love you katy perry because you will sing nice than shakira﻿,0
1284,Check out this video on YouTube:﻿,1
1285,PARTY ROCK (8) ~﻿,0
1286,Gusttavo Lima Você não me conhece <br />Check out﻿,1
1287,cool song ever good thing its here﻿,0
1288,I lover this song,0
1289,Check out this video on YouTube<br /><br /><br />﻿,1
1290,Check out this video on YouTube:﻿,1
1291,I love the way you lie﻿,0
1292,Love the video ﻿,0
1293,shuffle!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
1294,https://www.facebook.com/pages/Brew-Crew-2014/134470083389909 Like this  facebook-page! Chance to win an Iphone 5S!﻿,1
1295,"Party rock anthem is love,party rock anthem is life﻿",0
1296,Awsome<br />﻿,0
1297,https://www.tsu.co/KodysMan plz ^^﻿,1
1298,Sign up for free on TSU and start making money on social media add/follow  me and ill add follow you!! http://tsu.co/Roberts9010﻿,1
1299,MEGAN FOX AND EMINEM TOGETHER IN A VIDEO  DOESNT GET BETTER THAN THAT﻿,0
1300,Great.This is a song﻿,0
